80080 -0.049073 0.0866686 0.955124 1.24833e-05 8.4705e-06 1.21804e-05 -7.81988e-06 7.86712e-06 -9.99405e-06
80087 0.0199777 0.0425683 1.83153 3.15745e-05 2.79334e-05 9.87967e-06 2.12087e-05 6.56984e-07 3.9795e-07
80092 0.011293 0.035246 -2.90183 2.11886e-05 4.57621e-05 1.87715e-05 2.45184e-05 -9.93169e-06 -6.95591e-06
80144 -0.083458 -0.0802775 0.260515 1.0138e-05 1.68183e-05 7.57688e-05 6.88256e-06 2.70868e-05 1.68645e-05
80139 0.00136074 0.0394723 -2.87252 1.48136e-05 4.30039e-06 7.18682e-06 4.41377e-06 -1.55339e-06 -5.52655e-06
80291 -0.0395585 0.0789103 0.37724 1.87801e-05 1.01791e-05 1.58481e-05 -1.16817e-05 8.82842e-06 -1.25744e-05
80280 0.0250469 0.00519986 7.70099 9.01583e-06 2.0061e-05 4.74086e-05 -5.09642e-07 2.15871e-05 -1.28672e-06
80395 -0.0307141 0.0255497 -0.499375 6.04924e-06 4.47673e-06 8.87574e-06 2.45865e-06 2.27412e-06 4.05982e-06
80484 0.208083 -0.0087692 2.35937 1.80025e-05 3.73514e-06 3.67354e-05 -5.51473e-07 -1.26979e-06 2.08955e-05
80504 0.28801 0.166784 0.335212 1.77664e-05 4.82266e-06 9.73652e-06 5.42134e-06 -2.74605e-06 -7.61355e-06
80886 0.0104794 0.0436078 -0.0960421 4.24817e-06 1.87964e-05 8.23125e-06 5.75509e-06 8.95801e-06 3.09864e-06
80959 0.0128059 0.0349643 1.01862 1.15561e-05 6.73857e-06 1.57738e-05 -2.44874e-06 7.7383e-07 4.88105e-06
81057 -0.0956866 -0.088049 -2.48236 7.20636e-06 7.68255e-06 5.61733e-06 2.58311e-06 2.59753e-06 2.2555e-06
81108 0.215158 0.250351 -4.84157 1.6376e-05 1.52447e-05 0.000100413 1.27019e-05 -3.4212e-05 -3.61377e-05
81107 -0.00681363 0.0547804 -6.32898 5.7483e-06 4.00084e-06 5.15141e-06 -2.75275e-06 -2.53449e-07 1.32038e-07
81184 -0.00681363 0.0547804 -6.32898 5.7483e-06 4.00084e-06 5.15141e-06 -2.75275e-06 -2.53449e-07 1.32038e-07
81288 0.0178269 0.0312641 1.48999 8.02137e-06 1.10027e-05 4.76915e-05 -4.06298e-06 -1.51991e-05 1.09631e-05
81384 0.0148931 -0.00829396 2.28138 2.62873e-06 1.27147e-05 1.00174e-05 1.81433e-07 4.85571e-06 -5.31863e-07
81368 0.0117772 0.128777 -3.10596 2.40677e-06 7.98577e-05 0.000490456 -1.88597e-06 0.000193153 -4.69449e-06
81569 0.0943004 0.0523388 -0.83054 2.24645e-05 4.86783e-06 0.000157688 1.08617e-06 3.53748e-06 4.9194e-05
81621 0.002204 0.029577 3.76085 7.33829e-06 1.11798e-05 5.03224e-06 5.74234e-06 -2.25421e-06 -1.34679e-06
81737 0.002204 0.029577 3.76085 7.33829e-06 1.11798e-05 5.03224e-06 5.74234e-06 -2.25421e-06 -1.34679e-06
81776 0.002204 0.029577 3.76085 7.33829e-06 1.11798e-05 5.03224e-06 5.74234e-06 -2.25421e-06 -1.34679e-06
81788 0.639103 -0.22718 6.89935 2.99343e-05 7.23499e-06 0.000487278 -1.33855e-05 -5.44792e-05 0.000117481
81886 0.00937297 0.0631538 0.966631 2.71225e-06 2.0861e-05 3.65231e-06 -1.01777e-06 4.21976e-07 -9.47479e-08
81951 -0.0358292 -0.0409347 -2.63444 6.13874e-06 1.39785e-05 4.26444e-05 5.15455e-06 1.90182e-05 8.69721e-06
82027 0.122154 0.0752313 2.85052 5.05867e-05 7.43571e-06 2.27717e-05 -3.41776e-07 5.13842e-07 -4.20089e-07
82078 0.122154 0.0752313 2.85052 5.05867e-05 7.43571e-06 2.27717e-05 -3.41776e-07 5.13842e-07 -4.20089e-07
82111 0.122154 0.0752313 2.85052 5.05867e-05 7.43571e-06 2.27717e-05 -3.41776e-07 5.13842e-07 -4.20089e-07
82109 -0.0099157 0.0374965 2.43719 1.85318e-05 6.29614e-06 0.000122056 2.7061e-06 -7.00658e-06 -3.84429e-05
82120 -0.0507075 -0.169351 -2.74667 5.21541e-06 4.16181e-05 6.40842e-06 1.19126e-05 1.26589e-05 3.75621e-06
82187 0.036626 0.0431296 -0.246073 1.46762e-05 4.70266e-06 1.50891e-05 1.32094e-06 -3.34339e-07 -9.57962e-06
82190 -0.00959911 -0.121304 3.7865 4.7614e-06 2.02528e-05 6.53388e-05 -5.13863e-07 -2.93737e-05 7.37873e-07
82250 0.00659871 0.0211418 -1.09958 6.96177e-06 1.70026e-05 0.000206588 4.61892e-06 -4.90978e-05 -1.86085e-05
82374 0.0265065 0.0730508 -4.64565 7.47928e-06 1.84115e-05 4.32547e-05 9.84058e-06 -2.43217e-05 -1.4267e-05
82457 0.0453834 0.0425436 3.12835 2.51543e-05 1.14394e-05 5.88953e-05 2.67551e-06 -2.00636e-06 -2.6818e-05
82586 -0.0546265 0.0798222 1.92502 2.81068e-05 6.08881e-06 0.000317271 -8.98455e-06 -3.20869e-05 8.76971e-05
82720 0.0697493 -0.15347 4.85823 4.66647e-06 1.7464e-05 0.000384872 -5.77575e-06 -7.57252e-05 2.96737e-05
83006 -0.117553 0.0750099 -1.09958 1.65567e-05 3.71653e-06 8.74609e-06 -1.5796e-06 6.76452e-07 -2.00642e-06
83139 0.0189683 0.076531 -4.59927 5.80407e-06 1.78868e-05 0.000216188 2.91027e-06 5.18973e-05 1.18292e-05
83454 0.0139864 0.0440352 -1.72549 4.97982e-05 1.21759e-05 0.00122013 -3.90548e-06 -2.36407e-05 0.000221329
83481 0.00711705 0.0451979 -0.0282519 1.18749e-05 1.99003e-05 3.38573e-05 -5.73101e-06 -1.71111e-05 8.88065e-06
83569 0.0200386 -0.0754032 5.59913 4.94883e-06 2.89967e-05 0.00050159 3.84962e-06 -0.000108979 -1.63531e-05
83800 0.0122245 0.0415592 0.569532 1.99043e-05 4.29454e-06 1.33159e-05 2.59435e-06 -7.49535e-07 -9.46857e-06
84077 0.0122245 0.0415592 0.569532 1.99043e-05 4.29454e-06 1.33159e-05 2.59435e-06 -7.49535e-07 -9.46857e-06
84192 -0.499381 0.322731 -2.68525 2.03881e-05 9.42237e-06 4.86894e-05 -1.18088e-05 1.81732e-05 -2.8716e-05
84311 0.00253548 0.0899583 -0.267859 3.09037e-06 1.76266e-05 1.54043e-05 -2.16967e-06 -1.31831e-05 2.02338e-06
84406 0.0108819 0.0865467 -2.5847 3.03372e-06 2.72476e-05 0.000368654 7.4463e-07 -9.30282e-05 -2.77399e-06
